ProductDescriptionID;Description;rowguid;ModifiedDate
885;Synthetic leather. Features gel for increased comfort.;{FB8C8ABB-4A51-4852-A870-6047B8834D22};2013-04-30 00:00:00
886;Designed to absorb shock.;{F016E3D7-6177-43A3-8BFF-160320966471};2014-02-08 10:32:17.973000000
887;Anatomic design for a full-day of riding in comfort. Durable leather.;{BAF38C0E-69BF-4F6C-805A-C7C1C6E9056A};2013-04-30 00:00:00
888;Lightweight foam-padded saddle.;{76153F63-2A1C-4EE6-BBCF-0585D8AC8C55};2013-04-30 00:00:00
889;Rubber bumpers absorb bumps.;{289FB4CA-B70A-458E-AAFB-D13CB073058C};2013-04-30 00:00:00
890;Lightweight kevlar racing saddle. Leather.;{DEE34939-FC85-401A-930B-75EBEBF7FFE1};2013-04-30 00:00:00
891;Comfortable, ergonomically shaped gel saddle.;{DD890D9D-0143-4476-B489-86D8D6094AA4};2013-04-30 00:00:00
892;New design relieves pressure for long rides.;{3410C26D-01A6-416F-898A-43228FA1FAD6};2013-04-30 00:00:00
893;Cut-out shell for a more comfortable ride.;{19DA3868-1559-462F-8098-00BE37BDBEDC};2013-04-30 00:00:00
903;Comparible traction, less expensive wire bead casing.;{B83BE4A3-A95B-4D96-81DE-16325F0DF11E};2013-04-30 00:00:00
904;Great traction, high-density rubber.;{E917F093-2A28-496B-AEBF-A704CD738038};2013-04-30 00:00:00
905;Incredible traction, lightweight carbon reinforced.;{1153E56D-B9E1-458E-A2BB-D6D6362C5B05};2013-04-30 00:00:00
906;Same great treads as more expensive tire with a less expensive wire bead casing.;{2E1975DE-21B8-4EC9-9998-6F39E14D476C};2013-04-30 00:00:00
907;Higher density rubber.;{DCBC8264-C4D7-4B04-9531-92AB4C868C10};2013-04-30 00:00:00
908;Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.;{61C5EA6B-1ACA-4147-908E-5A7EB753E1BB};2013-04-30 00:00:00
909;High-density rubber.;{AC6C74A4-9AED-4EB8-8800-EFE07516FCDB};2013-04-30 00:00:00
912;Self-sealing tube.;{B9F94C67-9B0A-42D4-BE78-9401AC9AA833};2013-04-30 00:00:00
913;Conventional all-purpose tube.;{2E55DCF6-FD71-4C7B-A631-1D62AE802190};2013-04-30 00:00:00
914;General purpose tube.;{8C0661B2-E4DC-4333-8F32-9A5C8CA37181};2013-04-30 00:00:00
1020;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;{F4C70A6B-BBE8-4774-9D75-393D3F315E9B};2013-04-30 00:00:00
1062;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;{93E456BB-0E31-4A33-B3BD-73936B8AC6CC};2013-04-30 00:00:00
1090;Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.;{7054C83C-BD9B-4E24-8476-4D1B37BB08DF};2013-04-30 00:00:00
1146;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;{39A06654-8E9A-4B56-A943-FCA2598BC444};2013-04-30 00:00:00
1182;The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.;{87A7609B-8CFF-4B60-9AF0-E0E5045E4A2D};2013-04-30 00:00:00
1183;Affordable light for safe night riding - uses 3 AAA batteries;{23A26944-4A02-4ADD-962F-781866953D87};2013-04-30 00:00:00
1185;Aluminum cage is lighter than our mountain version; perfect for long distance trips.;{75967899-B31B-4901-8EFA-B5A065CDFD55};2013-04-30 00:00:00
1186;AWC logo water bottle - holds 30 oz; leak-proof.;{AE1C08E7-51B0-45B3-8AA6-A534A0458CF6};2013-04-30 00:00:00
1187;Carries 4 bikes securely; steel construction, fits 2" receiver hitch.;{7EEB1BA1-4A5E-43CB-9597-4D35FE1F734C};2013-04-30 00:00:00
1188;Clip-on fenders fit most mountain bikes.;{79B17D0A-4083-48B0-8202-4E7B3FB4B263};2013-04-30 00:00:00
1189;Combination of natural and synthetic fibers stays dry and provides just the right cushioning.;{02933A22-6F9C-44AC-ADC3-C1520C11C478};2013-04-30 00:00:00
1191;Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.;{D978EDC0-2433-4E19-9B28-D768262D52F2};2013-04-30 00:00:00
1192;Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.;{20D76517-8D95-4537-AB70-BA77A71C70F1};2013-04-30 00:00:00
1193;Durable, water-proof nylon construction with easy access. Large enough for weekend trips.;{F9BA1D01-74FB-4392-8D83-352696CB6B7F};2013-04-30 00:00:00
1194;Full padding, improved finger flex, durable palm, adjustable closure.;{40E2C08F-FE0C-4835-9DF5-F86DD0A59586};2013-04-30 00:00:00
1195;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;{FF92155C-7117-4FA6-8AC5-6B18A306698A};2013-04-30 00:00:00
1196;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;{C65BEE64-4DBA-47EC-91CD-31356BA379E1};2013-04-30 00:00:00
1197;Includes 8 different size patches, glue and sandpaper.;{132DC806-E073-4C86-8EB8-7EB04E1193A6};2013-04-30 00:00:00
1199;Light-weight, wind-resistant, packs to fit into a pocket.;{53E49876-BFE9-43B6-9DF6-F928390F1A8C};2013-04-30 00:00:00
1200;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;{7BEB5453-7850-4C98-9D37-ABBE84BEE23D};2013-04-30 00:00:00
1201;Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.;{80DED62F-01C9-42F0-A576-45376C6A24A0};2013-04-30 00:00:00
1202;Rechargeable dual-beam headlight.;{D179DEC6-D07A-4BAB-9F8F-5D4A33DBC60C};2013-04-30 00:00:00
1203;Rugged weatherproof headlight.;{E2A63393-6441-43DD-960D-AFE9C83213A0};2013-04-30 00:00:00
1205;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;{58D86EDE-0519-4263-A264-A2B5B01A6C7B};2013-04-30 00:00:00
1206;Simple and light-weight. Emergency patches stored in handle.;{DCE0274A-C78E-4A1D-9DC3-04A378C69D91};2013-04-30 00:00:00
1208;Thin, lightweight and durable with cuffs that stay up.;{9F436663-525D-4CC2-85BA-47D20BCEA0EC};2013-04-30 00:00:00
1209;Tough aluminum cage holds bottle securly on tough terrain.;{AD46EB52-A863-425E-B81B-16D2F76984C9};2013-04-30 00:00:00
1210;Traditional style with a flip-up brim; one-size fits all.;{66F84B21-1A43-49D3-8883-09CDB77FFFEF};2013-04-30 00:00:00
1211;Unisex long-sleeve AWC logo microfiber cycling jersey;{12F60253-F8E1-4F76-8142-6232396B8F17};2013-04-30 00:00:00
1212;Universal fit, well-vented, lightweight , snap-on visor.;{DBB1154B-0DE8-4B6B-A8F9-2A1244AED183};2013-04-30 00:00:00
1213;Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.;{506D8A5B-E452-43B1-B764-4015E5E1237B};2013-04-30 00:00:00
1214;Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.;{C0758C2E-8909-4CDF-A231-8A44623AE721};2013-04-30 00:00:00
1215;Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.;{C05E5CB3-E639-4AE4-83FA-3FD61A4550BF};2013-04-30 00:00:00
1216;Wraps to fit front and rear tires, carrier and 2 keys included.;{41155353-E7A7-48BF-9C8E-B62372CA4738};2013-04-30 00:00:00
1360;
